population_level	population	feature_id	display_label	axis	proposed_figure_family	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	direction	exact_permutation_q_within_population
broad_cell_type	NK_cell	NAD_METABOLISM	NAD metabolism	nucleotide_nad_nitrogen	Figure_9	16	16	1.0	True	0.06976573846329555	-0.06976573846329559	-0.13953147692659112	-0.7063044247608175	0.6666666666666666	-0.008712411604021676	-0.0024614331533558964	0.5	0.5	0.5	lower_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	immune_context_anchors	Integrated_network	16	14	0.875	True	-0.5933347339109409	0.5933347339109407	1.1866694678218817	1.6429351320697452	0.3333333333333333	2.0722077339366893	2.0400599504510413	0.9285714285714286	0.07142857142857142	0.9285714285714286	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	immune_context_anchors	Integrated_network	16	15	0.9375	True	-0.5800226455413203	0.5800226455413195	1.16004529108264	2.2560944867045607	0.3333333333333333	0.8950470176868701	0.5439055226174876	0.8666666666666667	0.13333333333333333	0.8666666666666667	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	nucleotide_nad_nitrogen	Figure_9	14	12	0.8571428571428571	True	-0.23159582309048904	0.23159582309048854	0.4631916461809776	3.5478311739844686	0.3333333333333333	0.6125109270898906	0.6847180274071503	0.6666666666666666	0.3333333333333333	0.6666666666666666	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	immune_context_anchors	Integrated_network	13	13	1.0	True	-0.27685161642890654	0.27685161642890554	0.5537032328578121	0.8850281434759505	0.3333333333333333	0.3350074437608038	0.23131841266234243	0.6153846153846154	0.38461538461538464	0.6153846153846154	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	carbohydrate_inflammatory_carbon	Figure_8	10	9	0.9	True	-0.2607138680036891	0.2607138680036931	0.5214277360073822	0.7708469146404902	0.3333333333333333	0.014065700056499356	0.25623993398876266	0.7777777777777778	0.2222222222222222	0.7777777777777778	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	lipid_metabolism	Figure_7	16	16	1.0	True	0.010683463033225097	-0.010683463033225572	-0.02136692606645067	-0.12234519210556234	0.6666666666666666	-0.10312002420928981	0.06532795827376964	0.625	0.375	0.625	lower_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	PI3K_AKT_SIGNALING	PI3K-AKT signaling	insulin_irs_signaling	Figure_8	17	17	1.0	True	-0.2809617372291303	0.2809617372291313	0.5619234744582616	0.805301887041079	0.3333333333333333	0.15248188757619338	0.16189318607597603	0.7647058823529411	0.23529411764705882	0.7647058823529411	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	steroid_cholesterol_endocrine	Figure_7	14	6	0.42857142857142855	True	-0.13667678270447103	0.1366767827044712	0.27335356540894223	0.2884609833664428	1.0	-0.09864567352059421	-0.04161442933074194	0.5	0.5	0.5	higher_in_UPEC	1.0
broad_cell_type	NK_cell	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	adipokine_signaling	Figure_8	12	10	0.8333333333333334	True	0.10489535258830049	-0.10489535258830095	-0.20979070517660142	-0.43650905330237644	0.6666666666666666	-0.10340714552430538	-0.14656931255865424	0.5	0.5	0.5	lower_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	lipid_metabolism	Figure_7	16	15	0.9375	True	-0.014214429021140687	0.014214429021140873	0.02842885804228156	0.07204814667468099	1.0	-0.23247252031297425	0.05126266793560319	0.6	0.4	0.6	higher_in_UPEC	1.0
broad_cell_type	NK_cell	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	immune_context_anchors	Integrated_network	15	12	0.8	True	-0.7076361895425815	0.7076361895425809	1.4152723790851622	3.4885634486459174	0.3333333333333333	1.3213817480626127	0.947040108700729	1.0	0.0	1.0	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	steroid_cholesterol_endocrine	Figure_7	17	11	0.6470588235294118	True	-0.1330968079186724	0.13309680791867243	0.2661936158373448	0.6800635594743417	0.6666666666666666	-0.06681474471803078	0.06985078543004875	0.6363636363636364	0.36363636363636365	0.6363636363636364	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	PURINE_DEGRADATION_URATE	Purine degradation and urate	nucleotide_nad_nitrogen	Figure_9	11	9	0.8181818181818182	True	-0.3707963812918097	0.37079638129180953	0.7415927625836192	1.8576159446398648	0.3333333333333333	0.2633343385370179	0.4964366852064801	0.7777777777777778	0.2222222222222222	0.7777777777777778	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	nucleotide_nad_nitrogen	Figure_9	13	11	0.8461538461538461	True	-0.5304168695297964	0.5304168695297957	1.060833739059592	0.7327784710606285	0.3333333333333333	0.5374087120533262	0.481349580051047	0.9090909090909091	0.09090909090909091	0.9090909090909091	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	PURINE_SALVAGE	Purine salvage	nucleotide_nad_nitrogen	Figure_9	12	10	0.8333333333333334	True	-0.2870951568217705	0.28709515682177106	0.5741903136435416	0.6208666826100039	0.6666666666666666	0.33398076784585873	0.4433809066413281	0.7	0.3	0.7	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	nucleotide_nad_nitrogen	Figure_9	10	7	0.7	True	-0.050461145326790566	0.050461145326790635	0.1009222906535812	0.11271522022562824	1.0	0.14908764114043974	0.4533207281063203	0.5714285714285714	0.42857142857142855	0.5714285714285714	higher_in_UPEC	1.0
broad_cell_type	NK_cell	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	nucleotide_nad_nitrogen	Figure_9	12	11	0.9166666666666666	True	0.047788501248250626	-0.04778850124825029	-0.09557700249650092	-0.14968392178780354	1.0	-0.2054588173101913	-0.4688940302037139	0.45454545454545453	0.5454545454545454	0.5454545454545454	lower_in_UPEC	1.0
