dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7	0.4783832129042341	standardized_module_score_beta	positive	False	0.2810979181024343	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	Figure_7	0.1523279515361337	standardized_module_score_beta	positive	False	0.6911165730638658	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	Figure_7	-0.0796346338509084	standardized_module_score_beta	negative	False	0.8114826071776938	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7	0.6070000780702226	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7	0.1882926526559982	standardized_module_score_beta	positive	False	0.6909606651890527	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	Figure_7	0.4199086623606303	standardized_module_score_beta	positive	False	0.2229092198252626	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	0.3114514531630952	standardized_module_score_beta	positive	False	0.2500318944008714	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	Figure_7	0.1492310656693389	standardized_module_score_beta	positive	False	0.5367515930492571	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7	0.3143941770346988	standardized_module_score_beta	positive	False	0.3176662620406192	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7	0.5714152946126717	standardized_module_score_beta	positive	False	0.2229092198252626	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	0.4018925839798754	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7	0.538755285197116	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7	0.6418482665700248	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7	-0.0523723026136015	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	0.3179486874088084	standardized_module_score_beta	positive	False	0.282327911859945	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7	0.4588103829459571	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7	0.2302681651087356	standardized_module_score_beta	positive	False	0.284903610945716	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8	-0.0932601504912431	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	-0.066289802940759	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8	0.593588717978961	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	0.5277570488893757	standardized_module_score_beta	positive	False	0.2775027289223117	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8	-0.2188099670062159	standardized_module_score_beta	negative	False	0.5535108664810203	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	-0.1070204233232439	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8	0.3495400299256836	standardized_module_score_beta	positive	False	0.2500318944008714	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	0.5721475889997217	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	0.2116272088820607	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	0.3861499436669294	standardized_module_score_beta	positive	False	0.3258677649484688	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	0.0744334286960284	standardized_module_score_beta	positive	False	0.7433745226344716	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	0.6586311933890442	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	0.7116572012171	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	0.7814687820842906	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	0.8737464490100074	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	0.7289353679747926	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	0.577419264191277	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	0.1632808447919931	standardized_module_score_beta	positive	False	0.5543063651489776	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	-0.1266876181579531	standardized_module_score_beta	negative	False	0.7433745226344716	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	0.4478822376540223	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	-0.3147448923123198	standardized_module_score_beta	negative	False	0.3706157331765918	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	-0.0814278652677252	standardized_module_score_beta	negative	False	0.7791541687999068	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	0.3631998295697907	standardized_module_score_beta	positive	False	0.2786321825433611	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	-0.0770269499847914	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	0.243921680826315	standardized_module_score_beta	positive	False	0.3796678514826961	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	0.1475599935574126	standardized_module_score_beta	positive	False	0.7395606735775747	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-0.0238695933325934	standardized_module_score_beta	negative	False	0.959858530623511	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	0.5414823937719221	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	0.0556022233247416	standardized_module_score_beta	positive	False	0.8388012412596904	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	0.2941428931372194	standardized_module_score_beta	positive	False	0.3666039221446793	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	-0.0092259680793828	standardized_module_score_beta	negative	False	0.9718102152921452	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	0.434063929055752	standardized_module_score_beta	positive	False	0.2786321825433611	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	PURINE_SALVAGE	Purine salvage	Figure_9	0.1308145118313012	standardized_module_score_beta	positive	False	0.7395606735775747	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	PURINE_DEGRADATION_URATE	Purine degradation and urate	Figure_9	0.179807353503968	standardized_module_score_beta	positive	False	0.6911165730638658	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	Figure_9	0.0298076858736182	standardized_module_score_beta	positive	False	0.959858530623511	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	Figure_9	-0.223138745162911	standardized_module_score_beta	negative	False	0.3176662620406192	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	Figure_9	0.175174855491301	standardized_module_score_beta	positive	False	0.5543063651489776	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	Figure_9	-0.1472673131092501	standardized_module_score_beta	negative	False	0.6911165730638658	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	Figure_9	-0.1855289356384984	standardized_module_score_beta	negative	False	0.4399400089672755	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	Figure_9	-0.0147164324630044	standardized_module_score_beta	negative	False	0.959858530623511	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10	-0.3507055049241107	standardized_module_score_beta	negative	False	0.3666039221446793	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	Figure_10	-0.0154433416414198	standardized_module_score_beta	negative	False	0.9718102152921452	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	-0.0698943883795775	standardized_module_score_beta	negative	False	0.8666984902750224	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	-0.0621406037731347	standardized_module_score_beta	negative	False	0.8963031776942516	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	Figure_10	0.0188140714882245	standardized_module_score_beta	positive	False	0.969553175056988	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10	0.1553599038435563	standardized_module_score_beta	positive	False	0.6911165730638658	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	0.0934838425994934	standardized_module_score_beta	positive	False	0.8341702272210464	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	-0.4517882407208367	standardized_module_score_beta	negative	False	0.2229092198252626	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	-0.0500285858969276	standardized_module_score_beta	negative	False	0.8666984902750224	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	0.3426604694469146	standardized_module_score_beta	positive	False	0.2229092198252626	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	0.2535832532837555	standardized_module_score_beta	positive	False	0.3230540255917871	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	Integrated_network	-0.3257547045626511	standardized_module_score_beta	negative	False	0.2786321825433611	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	Integrated_network	0.262806985736609	standardized_module_score_beta	positive	False	0.206894363830262	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	Integrated_network	-0.119878507940444	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	0.2455300644157986	standardized_module_score_beta	positive	False	0.3258677649484688	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	-0.0503260624612588	standardized_module_score_beta	negative	False	0.7691986183501023	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	-0.0025015175640188	standardized_module_score_beta	negative	False	0.9849166472615184	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	-0.124723638956584	standardized_module_score_beta	negative	False	0.5543063651489776	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE186800	GSE186800_AVERAGE_TREATMENT	composite_index	composite_index	PREGNANCY_RISK_ENDOCRINE_METABOLIC_INFLAMMATION_INDEX	Pregnancy Risk Endocrine Metabolic Inflammation Index	Integrated_network	-0.0947837824352738	standardized_module_score_beta	negative	False	0.6911165730638658	1.0	mouse_bladder_average_pathogen_exposure_effect						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7	-1.1791840557458284	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7	0.7158495728136308	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7	-0.3566155416683578	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7	0.2943067077377718	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7	-0.1833611081472371	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7	0.6820350103952629	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	Figure_7	-0.702161501415687	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7	0.5368886211433204	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7	1.1502346745187015	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	Figure_7	0.2049299261144078	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	0.2502439110976682	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	Figure_7	1.0602349023846258	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7	0.6028015184097174	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7	-0.5137480120935256	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	-0.2104954605741877	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7	0.2913087826999808	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7	0.2619101283273248	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7	-0.0109777219707759	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	7.658898539335444	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7	0.051226934954954	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
