figure	panel	source_role	source_note	dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value	index	C1 bladder	C1 placenta	C1 uterus	domain	n_features	median_effect	mean_effect	n_positive	n_negative	directional_coherence	dominant_direction	refined_effect_class	refined_interpretation	_value	infection	preterm	population_level	population	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	exact_permutation_q_within_population	hedges_g_finite	variance_sensitive_hedges_g	cellular_evidence_class	cellular_localization_score	effect_direction	C2 bladder	C2 placenta	C2 uterus	C3 bladder	n_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	n_high_or_moderate_populations	top_population_by_composite_score	top_population_composite_score	top_population_evidence_class	top_population_mean_gene_log2FC	top_population_gene_direction_coherence	top_population_hedges_g	top_population_variance_sensitive_g	top_to_second_score_ratio	cellular_localization_class	median_mean_gene_log2FC	median_gene_direction_coherence	median_composite_score	top_refined_subtype	top_refined_subtype_composite_score	top_refined_subtype_mean_gene_log2FC	top_refined_subtype_gene_direction_coherence	top_refined_subtype_hedges_g	top_refined_subtype_variance_sensitive_g	_label	_subtype	_score
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7			higher_in_UPEC																												broad_cell_type	NK_cell	17.0	11.0	0.6470588235294118	True	-0.1330968079186724	0.1330968079186724	0.2661936158373448	0.6800635594743417	0.6666666666666666	-0.0668147447180307	0.0698507854300487	0.6363636363636364	0.3636363636363636	0.6363636363636364	0.7978142076502732	0.6800635594743417	False	limited_cellular_support	0.2235941716482072	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7			lower_in_UPEC																												broad_cell_type	NK_cell	12.0	6.0	0.5	True	0.1414619923807354	-0.1414619923807352	-0.2829239847614706	-0.3815172779223917	0.6666666666666666	-0.3048603107152438	-0.5707713705117377	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.7978142076502732	-0.3815172779223917	False	directional_cellular_support	0.4291926741026252	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC																												broad_cell_type	T_cell	11.0	10.0	0.9090909090909092	True	-0.3046982992026099	0.3046982992026107	0.6093965984052205	0.5105213692055126	0.6666666666666666	0.4556513294902888	0.2004379524102977	0.8	0.2	0.8	0.8248587570621468	0.5105213692055126	False	moderate_cellular_localization_support	0.6711383334618112	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7			lower_in_UPEC																												broad_cell_type	T_cell	19.0	18.0	0.9473684210526316	True	0.4103363576036205	-0.4103363576036214	-0.8206727152072419	-2.030866791941088	0.3333333333333333	-0.4194938140972037	-0.430555245682706	0.1666666666666666	0.8333333333333334	0.8333333333333334	0.5289855072463768	-2.030866791941088	False	high_cellular_localization_support	0.8108777660208166	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7			higher_in_UPEC																												broad_cell_type	T_cell	19.0	16.0	0.8421052631578947	True	-0.2327912441679186	0.2327912441679166	0.4655824883358352	0.9540195084261812	0.3333333333333333	0.2107208178562506	0.1626177470290808	0.6875	0.3125	0.6875	0.5289855072463768	0.9540195084261812	False	moderate_cellular_localization_support	0.4163006869132436	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7			lower_in_UPEC																												broad_cell_type	T_cell	9.0	6.0	0.6666666666666666	True	0.1381993328944641	-0.1381993328944651	-0.2763986657889292	-2.7023603201603184	0.3333333333333333	0.1506383995211172	-0.2169150448969994	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.5289855072463768	-2.7023603201603184	False	directional_cellular_support	0.4522412262356721	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7			higher_in_UPEC																												broad_cell_type	T_cell	13.0	9.0	0.6923076923076923	True	-0.5375654866662475	0.5375654866662486	1.075130973332496	1.3472524228305358	0.3333333333333333	0.5995653464922264	0.3498763543122258	1.0	0.0	1.0	0.5289855072463768	1.3472524228305358	False	high_cellular_localization_support	0.9347252422830536	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7			higher_in_UPEC																												broad_cell_type	T_cell	13.0	11.0	0.8461538461538461	True	-0.524934520863976	0.5249345208639757	1.0498690417279517	3.477206348248264	0.3333333333333333	0.402477522525068	0.3831680707838245	0.9090909090909092	0.0909090909090909	0.9090909090909092	0.5289855072463768	3.477206348248264	False	high_cellular_localization_support	0.8485934066361975	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7			higher_in_UPEC																												broad_cell_type	T_cell	17.0	11.0	0.6470588235294118	True	-0.1106282345355317	0.1106282345355323	0.221256469071064	0.2932908419633845	1.0	-0.0081670651390082	0.019294196377543	0.6363636363636364	0.3636363636363636	0.6363636363636364	1.0	0.2932908419633845	False	limited_cellular_support	0.1321339882759912	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7			lower_in_UPEC																												broad_cell_type	T_cell	12.0	6.0	0.5	True	0.1657941554686795	-0.1657941554686792	-0.3315883109373587	-1.1732687314452912	0.3333333333333333	-0.2383773834254695	-0.5054951632245752	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.5289855072463768	-1.1732687314452912	False	moderate_cellular_localization_support	0.4485331848941183	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC																												broad_cell_type	cycling_immune	11.0	10.0	0.9090909090909092	True	-0.2551427146325085	0.2551427146325076	0.5102854292650161	0.8693916914499494	0.3333333333333333	0.4287999305372453	0.2148192720350361	0.7	0.3	0.7	0.5177304964539007	0.8693916914499494	False	moderate_cellular_localization_support	0.6128591066285156	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7			lower_in_UPEC																												broad_cell_type	cycling_immune	19.0	18.0	0.9473684210526316	True	0.2806863087994494	-0.280686308799449	-0.5613726175988984	-0.6218418603891293	0.6666666666666666	-0.4191139310331991	-0.3618686516365212	0.2222222222222222	0.7777777777777778	0.7777777777777778	0.7978142076502732	-0.6218418603891293	False	moderate_cellular_localization_support	0.6338311684132366	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7			lower_in_UPEC																												broad_cell_type	cycling_immune	19.0	16.0	0.8421052631578947	True	0.2396108610401209	-0.2396108610401216	-0.4792217220802425	-0.8773526170190395	0.3333333333333333	-0.2658850851779555	-0.3181464331402768	0.25	0.75	0.75	0.5177304964539007	-0.8773526170190395	False	moderate_cellular_localization_support	0.5020318383620639	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7			higher_in_UPEC																												broad_cell_type	cycling_immune	9.0	6.0	0.6666666666666666	True	-0.2776081976030419	0.277608197603042	0.555216395206084	0.6216669787127179	0.6666666666666666	0.8174052137139597	1.0486988330841724	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.7978142076502732	0.6216669787127179	False	moderate_cellular_localization_support	0.6288333645379385	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7			higher_in_UPEC																												broad_cell_type	cycling_immune	13.0	9.0	0.6923076923076923	True	-0.1814474460980787	0.1814474460980783	0.362894892196157	0.36866366956784	0.6666666666666666	0.5405980462146851	0.3259590134762398	0.5555555555555556	0.4444444444444444	0.5555555555555556	0.7978142076502732	0.36866366956784	False	limited_cellular_support	0.525755255845673	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7			higher_in_UPEC																												broad_cell_type	cycling_immune	13.0	11.0	0.8461538461538461	True	-0.5133014680080025	0.5133014680080026	1.0266029360160052	1.341405843629051	0.3333333333333333	0.7891779966637923	0.7481814482356057	0.9090909090909092	0.0909090909090909	0.9090909090909092	0.5177304964539007	1.341405843629051	False	high_cellular_localization_support	0.8705042207265414	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7			higher_in_UPEC																												broad_cell_type	cycling_immune	17.0	11.0	0.6470588235294118	True	-0.2044396598167582	0.2044396598167583	0.4088793196335165	0.8690704515412443	0.3333333333333333	0.3949253272159639	0.3259590134762398	0.6363636363636364	0.3636363636363636	0.6363636363636364	0.5177304964539007	0.8690704515412443	False	directional_cellular_support	0.5377943851030375	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7			higher_in_UPEC																												broad_cell_type	cycling_immune	12.0	6.0	0.5	True	-0.3123772535381593	0.3123772535381616	0.624754507076321	2.963924403071255	0.3333333333333333	0.7897133879585937	0.6944443672324012	0.8333333333333334	0.1666666666666666	0.8333333333333334	0.5177304964539007	2.963924403071255	False	high_cellular_localization_support	0.8833333333333333	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC																												broad_cell_type	dendritic	11.0	10.0	0.9090909090909092	True	-0.4368930659751467	0.4368930659751459	0.8737861319502926	0.9077747751019462	0.3333333333333333	0.3460989569655788	0.2110106785771166	1.0	0.0	1.0	0.5934959349593496	0.9077747751019462	False	moderate_cellular_localization_support	0.7522665387792156	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7			lower_in_UPEC																												broad_cell_type	dendritic	19.0	18.0	0.9473684210526316	True	0.6175460600823486	-0.6175460600823484	-1.235092120164697	-1.046526871510734	0.3333333333333333	-0.7800364038999728	-0.8327095291382809	0.0	1.0	1.0	0.5934959349593496	-1.046526871510734	False	high_cellular_localization_support	0.9046526871510736	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7			higher_in_UPEC																												broad_cell_type	dendritic	19.0	16.0	0.8421052631578947	True	-0.0515572341243132	0.0515572341243136	0.1031144682486268	0.2346011230781317	0.6666666666666666	0.0157974772084256	0.0732348377067855	0.625	0.375	0.625	0.8248587570621468	0.2346011230781317	False	limited_cellular_support	0.1251778417953962	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7			lower_in_UPEC																												broad_cell_type	dendritic	9.0	6.0	0.6666666666666666	True	0.2986432267247299	-0.2986432267247304	-0.5972864534494604	-0.664017582136605	0.6666666666666666	-0.1961699866527236	-0.3442619086103708	0.1666666666666666	0.8333333333333334	0.8333333333333334	0.8248587570621468	-0.664017582136605	False	directional_cellular_support	0.4762880795344451	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7			higher_in_UPEC																												broad_cell_type	dendritic	13.0	9.0	0.6923076923076923	True	-0.5178632282914881	0.5178632282914888	1.035726456582977	1.1296373611846169	0.3333333333333333	0.515338444672783	0.3455931631524525	0.8888888888888888	0.1111111111111111	0.8888888888888888	0.5934959349593496	1.1296373611846169	False	high_cellular_localization_support	0.8351859583406838	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7			higher_in_UPEC																												broad_cell_type	dendritic	13.0	11.0	0.8461538461538461	True	-0.417352335603552	0.4173523356035533	0.8347046712071053	1.3136663189023317	0.3333333333333333	0.494039268031855	0.2540160607141093	0.9090909090909092	0.0909090909090909	0.9090909090909092	0.5934959349593496	1.3136663189023317	False	high_cellular_localization_support	0.8623656094825389	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7			higher_in_UPEC																												broad_cell_type	dendritic	17.0	11.0	0.6470588235294118	True	-0.1026709898222479	0.1026709898222465	0.2053419796444944	0.2687925846705795	1.0	0.0571460914236035	0.0676559107563843	0.5454545454545454	0.4545454545454545	0.5454545454545454	1.0	0.2687925846705795	False	limited_cellular_support	0.1101289225664828	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7			higher_in_UPEC																												broad_cell_type	dendritic	12.0	6.0	0.5	True	-0.0400340746061006	0.0400340746061007	0.0800681492122014	0.2807560484247211	1.0	0.057783958062058	0.2201923011362465	0.5	0.5	0.5	1.0	0.2807560484247211	False	limited_cellular_support	0.0800811670983243	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC																												broad_cell_type	macrophage_monocyte	11.0	10.0	0.9090909090909092	True	-0.2379234191239658	0.2379234191239658	0.4758468382479316	0.3777743049638608	1.0	0.1870747433820953	0.1491261123013918	0.8	0.2	0.8	1.0	0.3777743049638608	False	directional_cellular_support	0.4161446995402719	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7			lower_in_UPEC																												broad_cell_type	macrophage_monocyte	19.0	18.0	0.9473684210526316	True	0.5900979779063678	-0.5900979779063678	-1.1801959558127355	-0.872603469002019	0.3333333333333333	-0.6267053525671173	-0.5398884867116631	0.0	1.0	1.0	0.9012345679012346	-0.872603469002019	False	high_cellular_localization_support	0.887260346900202	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7			higher_in_UPEC																												broad_cell_type	macrophage_monocyte	19.0	16.0	0.8421052631578947	True	-0.2116007106182304	0.2116007106182312	0.4232014212364616	0.48338526967516	0.6666666666666666	0.2909348446259882	0.3543798460420426	0.625	0.375	0.625	0.9733333333333332	0.48338526967516	False	directional_cellular_support	0.3976798871309053	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7			lower_in_UPEC																												broad_cell_type	macrophage_monocyte	9.0	6.0	0.6666666666666666	True	0.3503879579544535	-0.3503879579544525	-0.7007759159089061	-0.6243370787760126	0.6666666666666666	-0.5232734946752483	-0.3221925646492862	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.9733333333333332	-0.6243370787760126	False	moderate_cellular_localization_support	0.6291003745442679	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7			higher_in_UPEC																												broad_cell_type	macrophage_monocyte	13.0	9.0	0.6923076923076923	True	-0.2027044611495352	0.202704461149535	0.4054089222990703	0.4280655762394092	0.6666666666666666	0.1594994864077774	0.2967356618389098	0.7777777777777778	0.2222222222222222	0.7777777777777778	0.9733333333333332	0.4280655762394092	False	directional_cellular_support	0.380800539835385	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7			higher_in_UPEC																												broad_cell_type	macrophage_monocyte	13.0	11.0	0.8461538461538461	True	-0.4104685843935263	0.4104685843935259	0.8209371687870524	0.742686412132895	0.3333333333333333	0.692882472286695	0.7815463966041643	0.8181818181818182	0.1818181818181818	0.8181818181818182	0.9012345679012346	0.742686412132895	False	moderate_cellular_localization_support	0.7469959139405622	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7			higher_in_UPEC																												broad_cell_type	macrophage_monocyte	17.0	11.0	0.6470588235294118	True	-0.0798533530595211	0.0798533530595211	0.1597067061190422	0.1928221450828492	1.0	-0.0465721613561753	-0.0552543760842603	0.3636363636363636	0.6363636363636364	0.6363636363636364	1.0	0.1928221450828492	False	limited_cellular_support	0.1566517051833881	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7			lower_in_UPEC																												broad_cell_type	macrophage_monocyte	12.0	6.0	0.5	True	0.0512444475559837	-0.0512444475559838	-0.1024888951119676	-0.4353924895751519	1.0	-0.1730036195381022	-0.3520827922620501	0.3333333333333333	0.6666666666666666	0.6666666666666666	1.0	-0.4353924895751519	False	directional_cellular_support	0.3159091732084738	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	11.0	10.0	0.9090909090909092	True	0.0407205911889633	-0.0407205911889612	-0.0814411823779246	-0.0698802025829591	1.0	-0.1717817391840856	-0.0333564638455423	0.5	0.5	0.5	1.0	-0.0698802025829591	False	limited_cellular_support	0.1615915855239729	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	19.0	18.0	0.9473684210526316	True	0.6149726965745411	-0.6149726965745412	-1.2299453931490825	-1.8056302829230149	0.3333333333333333	-1.249981753937132	-1.0997227716650089	0.0	1.0	1.0	0.5934959349593496	-1.8056302829230149	False	high_cellular_localization_support	0.9805630282923016	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	19.0	16.0	0.8421052631578947	True	0.2112688345323429	-0.2112688345323434	-0.4225376690646863	-0.5884012586986035	0.6666666666666666	-0.5170626626882517	-0.3442922632026134	0.375	0.625	0.625	0.8390804597701149	-0.5884012586986035	False	directional_cellular_support	0.5963401258698603	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	9.0	6.0	0.6666666666666666	True	0.4820785881316978	-0.4820785881316978	-0.9641571762633956	-0.9353118662083548	0.3333333333333333	-1.0798753610072345	-1.1272410531873782	0.0	1.0	1.0	0.5934959349593496	-0.9353118662083548	False	high_cellular_localization_support	0.8935311866208355	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	13.0	9.0	0.6923076923076923	True	0.1973147830722854	-0.1973147830722835	-0.394629566144569	-0.443628869877305	0.6666666666666666	-0.5724536508260486	-0.2395316008593235	0.2222222222222222	0.7777777777777778	0.7777777777777778	0.8390804597701149	-0.443628869877305	False	directional_cellular_support	0.688807331432175	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7			higher_in_UPEC																												broad_cell_type	neutrophil	13.0	11.0	0.8461538461538461	True	-0.1547462359276303	0.154746235927631	0.3094924718552613	0.3058063526537196	1.0	0.2613343858433668	0.5196559370929075	0.7272727272727273	0.2727272727272727	0.7272727272727273	1.0	0.3058063526537196	False	directional_cellular_support	0.4248724916153112	higher_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	17.0	11.0	0.6470588235294118	True	0.2365650826108733	-0.2365650826108716	-0.4731301652217449	-1.1567759017871475	0.3333333333333333	-0.5801737579791866	-0.8305097170556355	0.2727272727272727	0.7272727272727273	0.7272727272727273	0.5934959349593496	-1.1567759017871475	False	moderate_cellular_localization_support	0.724768499269624	lower_in_UPEC																														
Figure_5	E	broad_effect_reliability					steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7			lower_in_UPEC																												broad_cell_type	neutrophil	12.0	6.0	0.5	True	0.3737289820713656	-0.373728982071365	-0.7474579641427306	-1.81144598579175	0.3333333333333333	-1.1438942929678908	-1.1409798760836818	0.1666666666666666	0.8333333333333334	0.8333333333333334	0.5934959349593496	-1.81144598579175	False	high_cellular_localization_support	0.8644779319125083	lower_in_UPEC																														
Figure_5	F	full_GSE280297_C1_C3_matrix																						Lipid-droplet dynamics	0.0201802224119687	0.1629906003038436	0.4010433374679129																																				0.2193009933274784	-0.4135863332305933	0.6910461652770182	-0.030099089641517																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						PPAR, SREBP and LXR regulation	-0.3897187535088728	-0.0778318475584279	0.3420114969122291																																				0.416921514850779	-0.4309411285707986	-0.3223128222237361	-0.5415905503476																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						Ferroptosis-linked lipid peroxidation	-0.5925260737580739	-0.159494278806105	0.1916542033028043																																				1.1508293610411644	-0.0051843513252547	-0.0542995570077241	-0.0367792042020151																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						Fatty-acid synthesis	-0.5578197467343663	-0.501122242204225	-0.270952121788552																																				0.2246946199165754	-0.5753774682279177	0.4007421562587914	-0.075914932814035																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						Fatty-acid beta-oxidation	-0.3720436296384718	-0.2829279944810432	0.1811807727377382																																				0.3260981822439222	-0.3734393115817846	0.5782000396501533	0.3995889192882762																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						Phospholipid metabolism	-0.6455749484980116	0.2066772328566986	0.0647531385367743																																				0.2476622491017035	-0.4966475564017939	0.5930338155036962	0.1812514372235786																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						Sphingolipid and ceramide metabolism	-0.556979293354634	-0.1835118254931124	-0.3496892274612185																																				0.3989634068862952	-0.3576176791675761	-0.3783187089333651	0.5445420549295785																										
Figure_5	F	full_GSE280297_C1_C3_matrix																						Eicosanoid and prostaglandin metabolism	-0.2186378504107874	0.2060843430332685	-0.0032170257227447																																				0.3904999292022162	0.0704649243100196	-0.0155996195816466	0.7027911556992366																										
Figure_5	G	module_cellular_synthesis					steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7																																																									6.0	5.0	1.0	0.8333333333333334	3.0	T_cell	0.9347252422830536	high_cellular_localization_support	0.5995653464922264	1.0	1.3472524228305358	False	1.1052238906992211	multi_compartment_contextual	0.4817411139244121	0.8333333333333333	0.7619966448864294	IL2RA_TNFRSF18_regulatory_type2_like_T	0.922222222222222	0.6946534826009794	0.8888888888888888	2.1120609100211207	False	Estrogen receptor response	IL2RA_TNFRSF18_regulatory_type2_like_T	0.922222222222222
Figure_5	G	module_cellular_synthesis					steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7																																																									6.0	6.0	0.0	1.0	5.0	cycling_immune	0.8705042207265414	high_cellular_localization_support	0.7891779966637923	0.9090909090909092	1.341405843629051	False	1.0094375415189458	coherent_pan_immune_higher_in_UPEC	0.473598772303609	0.8636363636363638	0.8395815641406486	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9363636363636364	0.5075724935559013	0.9090909090909092	2.540650546006605	False	Glucocorticoid response	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9363636363636364
Figure_5	G	module_cellular_synthesis					steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7																																																									6.0	2.0	4.0	0.6666666666666666	3.0	neutrophil	0.8935311866208355	high_cellular_localization_support	-1.0798753610072345	1.0	-0.9353118662083548	False	1.420331671663884	myeloid_dominant	-0.1389247749078803	0.6666666666666666	0.5525607220361918	IL1B_CXCL2_inflammatory_neutrophil	0.9765257396785604	-1.2408393914015416	1.0	-1.7652573967856022	False	Estrogen biosynthesis and interconversion	IL1B_CXCL2_inflammatory_neutrophil	0.9765257396785604
Figure_5	G	module_cellular_synthesis					steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7																																																									6.0	4.0	2.0	0.6666666666666666	3.0	T_cell	0.8951530601252955	high_cellular_localization_support	0.6305262268068502	1.0	0.951530601252954	False	1.3679559401905077	lymphoid_dominant	0.1779327739752197	0.6666666666666666	0.4747724794457539	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9835229657660928	0.7541427377638807	1.0	1.8352296576609253	False	LXR and FXR sterol signaling	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9835229657660928
Figure_5	G	module_cellular_synthesis					steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7																																																									6.0	0.0	6.0	1.0	6.0	neutrophil	0.9805630282923016	high_cellular_localization_support	-1.249981753937132	1.0	-1.8056302829230149	False	1.0839110326199155	coherent_pan_immune_lower_in_UPEC	-0.5230995833321606	0.9166666666666669	0.8490690564605092	IL1B_CXCL2_inflammatory_neutrophil	1.0	-1.2577976157661028	1.0	-2.4557014540201294	False	Cholesterol biosynthesis	IL1B_CXCL2_inflammatory_neutrophil	1.0
