dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	n_group_a	n_group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	model_estimate	model_standard_error	model_t_value	model_p_value	degrees_freedom	direction	model_q_within_contrast	model_fdr_0_05	model_fdr_0_10
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10	0.09232494332562101	0.07890617660768134	1.1700597759875921	0.24600253123707166	69	positive	0.4116777053355077	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	-0.011913044939347089	0.12722235438343169	-0.09363955727027906	0.9256668615029182	69	negative	0.9608187676359404	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	0.5414109040698384	0.13249106330485452	4.086395644844982	0.00011650817386677536	69	positive	0.002388417564268895	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	0.5287083346929622	0.14211526248360207	3.7202783533117496	0.00040170943778432294	69	positive	0.00470573912833064	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	0.24962773560949697	0.09192226152999002	2.715639622596262	0.008351781757837906	69	positive	0.03261171924489087	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	0.401604812956293	0.13925489405614247	2.883954748436925	0.005234106392814555	69	positive	0.02436640425800011	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	Integrated_network	0.4717524899299532	0.12082166595270549	3.9045355500611647	0.00021715459250078235	69	positive	0.0031334957736074954	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	Integrated_network	0.38292770093513295	0.173095136430735	2.2122383611186187	0.030262987895924014	69	positive	0.080050484111799	False	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	Integrated_network	-0.18973925545480047	0.15631536750403302	-1.2138234294200478	0.22895361609244816	69	negative	0.39112909415793223	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	0.2899979429498678	0.08953102735399265	3.2390775747859806	0.001845755847340066	69	positive	0.014738257848222776	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	0.19336113555760803	0.08501426982455387	2.2744550527417617	0.026051422516470003	69	positive	0.07629345165537645	False	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	0.045379082467786186	0.07540984983331467	0.6017659837288066	0.5493021334576192	69	positive	0.7037933584925746	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	0.003683635263388132	0.08647208265477573	0.04259912737495158	0.9661441243327089	69	positive	0.9780718295713844	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY_ADJUSTED	human_urinary_systemic_inflammation_comparator	human_comparator_adjusted	sepsis	vascular_surgery	41	32	composite_index	composite_index	PREGNANCY_RISK_ENDOCRINE_METABOLIC_INFLAMMATION_INDEX	Pregnancy Risk Endocrine Metabolic Inflammation Index	Integrated_network	0.2039231163465504	0.11511658046496358	1.771448695947111	0.08090176625134148	69	positive	0.17457749559500002	False	False
