figure	panel	source_role	source_note	dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value	absolute_effect	population_level	population	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	exact_permutation_q_within_population	hedges_g_finite	variance_sensitive_hedges_g	cellular_evidence_class	cellular_localization_score	effect_direction	refined_broad_cell_type	mean_control	mean_UPEC	difference_UPEC_minus_control	_value	targeted_measure	n_independent_datasets	datasets	dataset_effects	n_positive_datasets	n_negative_datasets	dominant_direction	weighted_directional_coherence	median_effect	median_absolute_effect	max_absolute_effect	n_FDR10_datasets	n_moderate_effect_datasets	n_large_effect_datasets	validation_class	independent_evidence_priority_score	n_non_tiny_concordant_moderate_datasets	biological_priority	preterm_vs_term_effect	preterm_tissue_coherence	preterm_direction	infection_outcome_relation	refined_preterm_effect_class	refined_infection_outcome_relation	manuscript_claim_priority	_priority	n_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	n_high_or_moderate_populations	top_population_by_composite_score	top_population_composite_score	top_population_evidence_class	top_population_mean_gene_log2FC	top_population_gene_direction_coherence	top_population_hedges_g	top_population_variance_sensitive_g	top_to_second_score_ratio	cellular_localization_class	median_mean_gene_log2FC	median_gene_direction_coherence	median_composite_score	top_refined_subtype	top_refined_subtype_composite_score	top_refined_subtype_mean_gene_log2FC	top_refined_subtype_gene_direction_coherence	top_refined_subtype_hedges_g	top_refined_subtype_variance_sensitive_g
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC												broad_cell_type	T_cell	12.0	10.0	0.8333333333333334	True	-0.6431188986505733	0.6431188986505724	1.2862377973011456	1.2125005615031654	0.3333333333333333	1.445965355502325	1.256088487765693	1.0	0.0	1.0	0.5289855072463768	1.2125005615031654	False	high_cellular_localization_support	0.9212500561503166	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC												broad_cell_type	T_cell	14.0	8.0	0.5714285714285714	True	-0.0736206923041386	0.0736206923041401	0.1472413846082788	0.2797008687407887	1.0	-0.0348026958690141	-0.1652057717039525	0.375	0.625	0.625	1.0	0.2797008687407887	False	limited_cellular_support	0.1467925131561915	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7			higher_in_UPEC												broad_cell_type	T_cell	14.0	12.0	0.8571428571428571	True	-0.2614608270697837	0.2614608270697834	0.5229216541395671	0.8311964309535624	0.3333333333333333	0.3615066139639796	0.2627789923616346	0.75	0.25	0.75	0.5289855072463768	0.8311964309535624	False	high_cellular_localization_support	0.5834755956629378	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC												broad_cell_type	T_cell	10.0	7.0	0.7	True	-0.1295631750520532	0.1295631750520527	0.259126350104106	0.2034838705856151	0.6666666666666666	0.4797623534439988	0.0125335826076327	0.5714285714285714	0.4285714285714285	0.5714285714285714	0.8248587570621468	0.2034838705856151	False	limited_cellular_support	0.5021345051581605	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC												broad_cell_type	T_cell	18.0	17.0	0.9444444444444444	True	-0.5158482818735435	0.5158482818735448	1.0316965637470883	1.3622128302421304	0.3333333333333333	0.4714131026086342	0.390928056442994	0.9411764705882352	0.0588235294117647	0.9411764705882352	0.5289855072463768	1.3622128302421304	False	high_cellular_localization_support	0.8693166047837484	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC												broad_cell_type	T_cell	12.0	11.0	0.9166666666666666	True	-0.6470031458793888	0.6470031458793882	1.2940062917587771	1.7478576840547315	0.3333333333333333	0.5275647192697792	0.463055850724225	1.0	0.0	1.0	0.5289855072463768	1.7478576840547315	False	high_cellular_localization_support	0.9747857684054732	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC												broad_cell_type	T_cell	17.0	17.0	1.0	True	-0.471128689612268	0.4711286896122689	0.9422573792245368	0.946924249229502	0.3333333333333333	0.2464607101782985	0.2946388315851767	0.8823529411764706	0.1176470588235294	0.8823529411764706	0.5289855072463768	0.946924249229502	False	moderate_cellular_localization_support	0.5841541229069482	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network			higher_in_UPEC												broad_cell_type	T_cell	15.0	15.0	1.0	True	-0.3249777585442004	0.3249777585441995	0.6499555170883999	1.1334183788012908	0.3333333333333333	0.3901346357577042	0.2975029671140081	0.8	0.2	0.8	0.5289855072463768	1.1334183788012908	False	high_cellular_localization_support	0.6744630100620629	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9			higher_in_UPEC												broad_cell_type	cycling_immune	14.0	11.0	0.7857142857142857	True	-0.2658673440177471	0.2658673440177472	0.5317346880354943	0.9044532326279804	0.3333333333333333	0.4746248141671825	0.1964935873684865	0.6363636363636364	0.3636363636363636	0.6363636363636364	0.5177304964539007	0.9044532326279804	False	directional_cellular_support	0.6130622014678078	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC												broad_cell_type	cycling_immune	11.0	10.0	0.9090909090909092	True	-0.2551427146325085	0.2551427146325076	0.5102854292650161	0.8693916914499494	0.3333333333333333	0.4287999305372453	0.2148192720350361	0.7	0.3	0.7	0.5177304964539007	0.8693916914499494	False	moderate_cellular_localization_support	0.6128591066285156	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC												broad_cell_type	cycling_immune	12.0	10.0	0.8333333333333334	True	-0.4694057011313746	0.4694057011313741	0.9388114022627488	0.749138688019736	0.3333333333333333	1.0303942190294413	1.053876480853552	0.8	0.2	0.8	0.5177304964539007	0.749138688019736	False	moderate_cellular_localization_support	0.7349138688019736	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			lower_in_UPEC												broad_cell_type	cycling_immune	14.0	8.0	0.5714285714285714	True	0.1879200084926896	-0.1879200084926903	-0.3758400169853799	-0.3963564134224962	0.6666666666666666	-0.1726294784035968	-0.5061053609579389	0.375	0.625	0.625	0.7978142076502732	-0.3963564134224962	False	directional_cellular_support	0.2825021719054867	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7			higher_in_UPEC												broad_cell_type	cycling_immune	14.0	12.0	0.8571428571428571	True	-0.396584656453714	0.3965846564537131	0.7931693129074271	1.9415755601548783	0.3333333333333333	0.3729747157858201	0.258827338346662	0.8333333333333334	0.1666666666666666	0.8333333333333334	0.5177304964539007	1.9415755601548783	False	high_cellular_localization_support	0.7631681335560592	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC												broad_cell_type	cycling_immune	10.0	7.0	0.7	True	-0.0663779636628984	0.0663779636628976	0.1327559273257961	0.3245963537075603	1.0	0.273522808856448	-0.0087817318435394	0.4285714285714285	0.5714285714285714	0.5714285714285714	1.0	0.3245963537075603	False	limited_cellular_support	0.3286301633415592	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC												broad_cell_type	cycling_immune	18.0	17.0	0.9444444444444444	True	-0.2946804013198271	0.294680401319828	0.5893608026396551	0.8866701753940534	0.3333333333333333	0.4607476610596052	0.2682640054525498	0.8235294117647058	0.1764705882352941	0.8235294117647058	0.5177304964539007	0.8866701753940534	False	high_cellular_localization_support	0.7298105007283441	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC												broad_cell_type	cycling_immune	12.0	11.0	0.9166666666666666	True	-0.2483384766982751	0.2483384766982767	0.4966769533965518	1.000366577752826	0.3333333333333333	0.3272829901094502	0.290016860121252	0.6363636363636364	0.3636363636363636	0.6363636363636364	0.5177304964539007	1.000366577752826	False	directional_cellular_support	0.4900458943283332	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC												broad_cell_type	cycling_immune	17.0	17.0	1.0	True	-0.2295034701995114	0.2295034701995115	0.459006940399023	0.6824584691886406	0.6666666666666666	0.1899833305938517	0.2631184483521886	0.8235294117647058	0.1764705882352941	0.8235294117647058	0.7978142076502732	0.6824584691886406	False	directional_cellular_support	0.4657014326886246	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network			lower_in_UPEC												broad_cell_type	cycling_immune	15.0	15.0	1.0	True	0.0045741772937211	-0.0045741772937208	-0.009148354587442	-0.0478528665394137	1.0	0.1290224816397897	-0.1965146135321562	0.4666666666666667	0.5333333333333333	0.5333333333333333	1.0	-0.0478528665394137	False	limited_cellular_support	0.1442388534630854	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9			higher_in_UPEC												broad_cell_type	dendritic	14.0	11.0	0.7857142857142857	True	-0.5214209469297233	0.5214209469297225	1.0428418938594457	3.119946733734381	0.3333333333333333	1.073834052736299	0.5385884772266589	0.9090909090909092	0.0909090909090909	0.9090909090909092	0.5934959349593496	3.119946733734381	False	high_cellular_localization_support	0.9363636363636364	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC												broad_cell_type	dendritic	11.0	10.0	0.9090909090909092	True	-0.4368930659751467	0.4368930659751459	0.8737861319502926	0.9077747751019462	0.3333333333333333	0.3460989569655788	0.2110106785771166	1.0	0.0	1.0	0.5934959349593496	0.9077747751019462	False	moderate_cellular_localization_support	0.7522665387792156	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC												broad_cell_type	dendritic	12.0	10.0	0.8333333333333334	True	-0.6792831011528561	0.6792831011528561	1.358566202305712	1.2782088185778977	0.3333333333333333	1.4456316301814405	1.5537507257560237	1.0	0.0	1.0	0.5934959349593496	1.2782088185778977	False	high_cellular_localization_support	0.9278208818577898	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC												broad_cell_type	dendritic	14.0	8.0	0.5714285714285714	True	-0.2417258381251432	0.2417258381251418	0.483451676250285	0.602615022605475	0.6666666666666666	0.3161061181317849	0.1640160315948762	0.875	0.125	0.875	0.8248587570621468	0.602615022605475	False	moderate_cellular_localization_support	0.6072570085791539	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7			lower_in_UPEC												broad_cell_type	dendritic	14.0	12.0	0.8571428571428571	True	0.0251922649136713	-0.0251922649136718	-0.0503845298273432	-0.0878630991767505	1.0	0.1486968832905084	0.0558545277168867	0.5	0.5	0.5	1.0	-0.0878630991767505	False	limited_cellular_support	0.1426135048791326	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC												broad_cell_type	dendritic	10.0	7.0	0.7	True	-0.4854302051443232	0.4854302051443234	0.9708604102886468	2.223212182866938	0.3333333333333333	0.7101894834256669	0.1792912286104906	0.8571428571428571	0.1428571428571428	0.8571428571428571	0.5934959349593496	2.223212182866938	False	high_cellular_localization_support	0.8999999999999999	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC												broad_cell_type	dendritic	18.0	17.0	0.9444444444444444	True	-0.3551654440945484	0.3551654440945485	0.710330888189097	1.0266742058590606	0.3333333333333333	0.2078918112145119	0.2593076244827497	0.7647058823529411	0.2352941176470588	0.7647058823529411	0.5934959349593496	1.0266742058590606	False	moderate_cellular_localization_support	0.4750641683260255	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC												broad_cell_type	dendritic	12.0	11.0	0.9166666666666666	True	-0.6222252841853698	0.6222252841853699	1.24445056837074	1.513755099910378	0.3333333333333333	0.6610515281805253	0.4350202010132404	0.9090909090909092	0.0909090909090909	0.9090909090909092	0.5934959349593496	1.513755099910378	False	high_cellular_localization_support	0.8877391463546741	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC												broad_cell_type	dendritic	17.0	17.0	1.0	True	-0.3981351800972521	0.3981351800972523	0.7962703601945045	1.0089955953305332	0.3333333333333333	0.2828868383031154	0.2709744131054545	0.7647058823529411	0.2352941176470588	0.7647058823529411	0.5934959349593496	1.0089955953305332	False	moderate_cellular_localization_support	0.540791831652916	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network			higher_in_UPEC												broad_cell_type	dendritic	15.0	15.0	1.0	True	-0.2198671425113838	0.2198671425113833	0.4397342850227671	1.2390476502228271	0.3333333333333333	0.3026661538731351	0.1347870576056031	0.7333333333333333	0.2666666666666666	0.7333333333333333	0.5934959349593496	1.2390476502228271	False	moderate_cellular_localization_support	0.5596376368414376	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9			higher_in_UPEC												broad_cell_type	macrophage_monocyte	14.0	11.0	0.7857142857142857	True	-0.292945130836827	0.2929451308368262	0.5858902616736532	2.7506378647466487	0.3333333333333333	0.6808732285832545	0.6652184589220131	0.7272727272727273	0.2727272727272727	0.7272727272727273	0.9012345679012346	2.7506378647466487	False	moderate_cellular_localization_support	0.8090909090909091	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			higher_in_UPEC												broad_cell_type	macrophage_monocyte	11.0	10.0	0.9090909090909092	True	-0.2379234191239658	0.2379234191239658	0.4758468382479316	0.3777743049638608	1.0	0.1870747433820953	0.1491261123013918	0.8	0.2	0.8	1.0	0.3777743049638608	False	directional_cellular_support	0.4161446995402719	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC												broad_cell_type	macrophage_monocyte	12.0	10.0	0.8333333333333334	True	-0.5614326601012818	0.5614326601012805	1.1228653202025622	1.1443545787234906	0.3333333333333333	1.086074519319855	0.9588802673881812	0.9	0.1	0.9	0.9012345679012346	1.1443545787234906	False	high_cellular_localization_support	0.8444354578723491	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC												broad_cell_type	macrophage_monocyte	14.0	8.0	0.5714285714285714	True	-9.588213055272687e-06	9.588213054301242e-06	1.917642610957393e-05	2.5084806738094506e-05	1.0	-0.0439983433009624	-0.5547408172119099	0.375	0.625	0.625	1.0	2.5084806738094506e-05	False	limited_cellular_support	0.1271010174515399	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7			lower_in_UPEC												broad_cell_type	macrophage_monocyte	14.0	12.0	0.8571428571428571	True	0.3804437293178996	-0.3804437293178999	-0.7608874586357994	-1.075172998650498	0.3333333333333333	-0.007213614249083	-0.2693229152546115	0.25	0.75	0.75	0.9012345679012346	-1.075172998650498	False	limited_cellular_support	0.2890095526892245	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC												broad_cell_type	macrophage_monocyte	10.0	7.0	0.7	True	-0.4388188347796267	0.4388188347796249	0.8776376695592516	1.048003880959597	0.3333333333333333	0.4745555588223276	0.1988761632739217	0.8571428571428571	0.1428571428571428	0.8571428571428571	0.9012345679012346	1.048003880959597	False	high_cellular_localization_support	0.7819003910360545	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC												broad_cell_type	macrophage_monocyte	18.0	17.0	0.9444444444444444	True	-0.0770733703839612	0.0770733703839635	0.1541467407679248	0.1196164243464268	1.0	0.048190438173649	-0.0253041989418765	0.4705882352941176	0.5294117647058824	0.5294117647058824	1.0	0.1196164243464268	False	limited_cellular_support	0.0759212720850444	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC												broad_cell_type	macrophage_monocyte	12.0	11.0	0.9166666666666666	True	-0.3273040666843633	0.3273040666843611	0.6546081333687244	5.159261838765042	0.3333333333333333	0.2798351248526075	0.2522693591753224	0.7272727272727273	0.2727272727272727	0.7272727272727273	0.9012345679012346	5.159261838765042	True	moderate_cellular_localization_support	0.6109425214582558	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC												broad_cell_type	macrophage_monocyte	17.0	17.0	1.0	True	-0.1553418185681179	0.1553418185681202	0.3106836371362382	0.3554319648639175	1.0	0.0422103154546093	0.107327027175982	0.5294117647058824	0.4705882352941176	0.5294117647058824	1.0	0.3554319648639175	False	limited_cellular_support	0.0941207156896577	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network			higher_in_UPEC												broad_cell_type	macrophage_monocyte	15.0	15.0	1.0	True	-0.0661294263941194	0.0661294263941179	0.1322588527882374	0.2516908207647682	0.6666666666666666	0.07268518519793	0.0931471446576823	0.6	0.4	0.6	0.9733333333333332	0.2516908207647682	False	limited_cellular_support	0.1605857487546138	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9			lower_in_UPEC												broad_cell_type	neutrophil	14.0	11.0	0.7857142857142857	True	0.118625113862929	-0.1186251138629282	-0.2372502277258572	-0.5346842785189474	0.6666666666666666	-0.1341832701239509	-0.2184496937313449	0.4545454545454545	0.5454545454545454	0.5454545454545454	0.8390804597701149	-0.5346842785189474	False	limited_cellular_support	0.2060515527816323	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7			lower_in_UPEC												broad_cell_type	neutrophil	11.0	10.0	0.9090909090909092	True	0.0407205911889633	-0.0407205911889612	-0.0814411823779246	-0.0698802025829591	1.0	-0.1717817391840856	-0.0333564638455423	0.5	0.5	0.5	1.0	-0.0698802025829591	False	limited_cellular_support	0.1615915855239729	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC												broad_cell_type	neutrophil	12.0	10.0	0.8333333333333334	True	-0.288556964599391	0.2885569645993913	0.5771139291987823	0.678441643713629	0.3333333333333333	0.8500612904945818	0.3971499525859956	0.7	0.3	0.7	0.5934959349593496	0.678441643713629	False	moderate_cellular_localization_support	0.6578441643713628	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC												broad_cell_type	neutrophil	14.0	8.0	0.5714285714285714	True	-0.0971337893433485	0.0971337893433492	0.1942675786866978	0.2663557599143594	0.6666666666666666	0.0927928188006643	0.045479784751206	0.75	0.25	0.75	0.8390804597701149	0.2663557599143594	False	limited_cellular_support	0.2851491129120338	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7			lower_in_UPEC												broad_cell_type	neutrophil	14.0	12.0	0.8571428571428571	True	0.3286575067465463	-0.3286575067465465	-0.6573150134930928	-1.7743624850340305	0.3333333333333333	-0.4266479908947538	-0.4349792291304255	0.25	0.75	0.75	0.5934959349593496	-1.7743624850340305	False	high_cellular_localization_support	0.7364194403086814	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC												broad_cell_type	neutrophil	10.0	7.0	0.7	True	-0.3835640993518184	0.383564099351817	0.7671281987036355	2.610410898595803	0.3333333333333333	0.8963744202790921	0.4614655020527318	0.8571428571428571	0.1428571428571428	0.8571428571428571	0.5934959349593496	2.610410898595803	False	high_cellular_localization_support	0.8999999999999999	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC												broad_cell_type	neutrophil	18.0	17.0	0.9444444444444444	True	-0.0497529769940983	0.0497529769940984	0.0995059539881968	0.2431103348627391	0.6666666666666666	-0.0550947104824768	0.104317363555519	0.5294117647058824	0.4705882352941176	0.5294117647058824	0.8390804597701149	0.2431103348627391	False	limited_cellular_support	0.0944845082146206	lower_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			lower_in_UPEC												broad_cell_type	neutrophil	12.0	11.0	0.9166666666666666	True	0.0179149077618256	-0.017914907761826	-0.0358298155236517	-0.0620713713269859	1.0	0.001675241273143	-0.0380697620649135	0.3636363636363636	0.6363636363636364	0.6363636363636364	1.0	-0.0620713713269859	False	limited_cellular_support	0.1031693997330727	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC												broad_cell_type	neutrophil	17.0	17.0	1.0	True	-0.1084631419999058	0.1084631419999061	0.2169262839998119	0.2804518711770812	1.0	0.1162673577677008	0.104317363555519	0.5882352941176471	0.4117647058823529	0.5882352941176471	1.0	0.2804518711770812	False	limited_cellular_support	0.1944505149909917	higher_in_UPEC																																																						
Figure_8	B	broad_effect_reliability					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network			lower_in_UPEC												broad_cell_type	neutrophil	15.0	15.0	1.0	True	0.0323919602149045	-0.0323919602149049	-0.0647839204298094	-0.2238130686017782	1.0	-0.0075644688097891	-0.1104917231694999	0.4666666666666667	0.5333333333333333	0.5333333333333333	1.0	-0.2238130686017782	False	limited_cellular_support	0.0525226621223213	lower_in_UPEC																																																						
Figure_8	C	celltype_composition_effects																																-2.233764883591526	0.3333333333333333												T_cell	0.2215118692269282	0.0895158498934975	-0.1319960193334307	-0.1319960193334307																																																	
Figure_8	C	celltype_composition_effects																																-2.237041112801846	0.3333333333333333												dendritic	0.2679318497423051	0.1650634238769304	-0.1028684258653747	-0.1028684258653747																																																	
Figure_8	C	celltype_composition_effects																																-0.8980047291674338	0.3333333333333333												cycling_immune	0.0529375865613224	0.0166747267046121	-0.0362628598567102	-0.0362628598567102																																																	
Figure_8	C	celltype_composition_effects																																-9.12265881084014	0.3333333333333333												NK_cell	0.0708200526966489	0.0453521723811608	-0.0254678803154881	-0.0254678803154881																																																	
Figure_8	C	celltype_composition_effects																																-9.828304450607616	0.3333333333333333												mast_cell	0.0120158776397027	0.0021993683954403	-0.0098165092442624	-0.0098165092442624																																																	
Figure_8	C	celltype_composition_effects																																1.421557618671447	0.3333333333333333												macrophage_monocyte	0.3397371944046793	0.4365121102219191	0.0967749158172398	0.0967749158172398																																																	
Figure_8	C	celltype_composition_effects																																1.3271793601119404	0.3333333333333333												neutrophil	0.0350455697284129	0.2446823485264392	0.2096367787980262	0.2096367787980262																																																	
Figure_8	D	targeted_state_effects																																2.04582218377825	0.3333333333333333													0.0368050668543279	0.0799332231444993	0.0431281562901714	0.0431281562901714	TNFSF9_high_fraction_within_macrophage																																																
Figure_8	D	targeted_state_effects																																1.8102177390383063	0.3333333333333333													0.0170064907196571	0.0831230769230769	0.0661165862034197	0.0661165862034197	strict_Treg_like_fraction_within_T																																																
Figure_8	D	targeted_state_effects																																0.9267275382801456	0.3333333333333333													0.3056766610522785	0.3910384615384615	0.0853618004861829	0.0853618004861829	expanded_Treg_like_fraction_within_T																																																
Figure_8	D	targeted_state_effects																																0.9528562387196302	0.3333333333333333													0.171323011963406	0.3037580556977559	0.1324350437343499	0.1324350437343499	TNFSF9_positive_fraction_within_macrophage																																																
Figure_8	E	refined_core					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.3544;GSE186800:0.7289;GSE252321:0.9901;GSE280297:0.3395	4.0	0.0	positive	1.0	0.541669623390839	0.541669623390839	0.9900621618745398	1.0	2.0	1.0	one_FDR_dataset_plus_independent_concordant_effect	13.041669623390838	1.0	robust_core	-0.7524117043029656	1.0	negative	direction_reversal	negative	direction_reversal	primary_mechanistic_result_with_state_dependent_reversal	13.041669623390838																							
