dataset	species	axis	submodule_id	display_label	n_module_genes	n_detected	coverage_fraction	coverage_class	detected_genes	missing_genes	interpretation_scope
GSE252321	Mus musculus	nucleotide_nad_nitrogen	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	12	11	0.9167	adequate	CAD;CMPK1;CTPS2;DHODH;NME1;RRM1;RRM2;RRM2B;TK1;TYMS;UMPS	CTPS1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	10	10	1.0	adequate	CDA;DCTD;DPYD;DPYS;NT5C;NT5C2;TYMP;UPB1;UPP1;UPP2		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	10	0	0.0	unresolved		CDA;DCTD;DPYD;DPYS;NT5C;NT5C2;TYMP;UPB1;UPP1;UPP2	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	10	10	1.0	adequate	CDA;DCTD;DPYD;DPYS;NT5C;NT5C2;TYMP;UPB1;UPP1;UPP2		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	10	9	0.9	adequate	CDA;DCTD;DPYD;DPYS;NT5C;NT5C2;UPB1;UPP1;UPP2	TYMP	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	16	16	1.0	adequate	BST1;CD38;ENPP1;KYNU;NADSYN1;NAMPT;NAPRT;NMNAT1;NMNAT2;NMNAT3;PARP1;PARP2;QPRT;SIRT1;SIRT2;SIRT3		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	16	0	0.0	unresolved		BST1;CD38;ENPP1;KYNU;NADSYN1;NAMPT;NAPRT;NMNAT1;NMNAT2;NMNAT3;PARP1;PARP2;QPRT;SIRT1;SIRT2;SIRT3	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	16	16	1.0	adequate	BST1;CD38;ENPP1;KYNU;NADSYN1;NAMPT;NAPRT;NMNAT1;NMNAT2;NMNAT3;PARP1;PARP2;QPRT;SIRT1;SIRT2;SIRT3		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	16	16	1.0	adequate	BST1;CD38;ENPP1;KYNU;NADSYN1;NAMPT;NAPRT;NMNAT1;NMNAT2;NMNAT3;PARP1;PARP2;QPRT;SIRT1;SIRT2;SIRT3		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	10	10	1.0	adequate	ARG1;ARG2;ASL;ASS1;CPS1;NAGS;OAT;OTC;SLC25A13;SLC25A15		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	10	0	0.0	unresolved		ARG1;ARG2;ASL;ASS1;CPS1;NAGS;OAT;OTC;SLC25A13;SLC25A15	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	10	9	0.9	adequate	ARG1;ARG2;ASL;ASS1;CPS1;NAGS;OAT;OTC;SLC25A13	SLC25A15	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	10	7	0.7	partial	ARG1;ARG2;ASL;ASS1;OAT;SLC25A13;SLC25A15	CPS1;NAGS;OTC	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	14	14	1.0	adequate	ARG1;ARG2;ASL;ASS1;DDAH1;DDAH2;GCH1;GCHFR;NOS1;NOS2;NOS3;PRMT1;SLC7A1;SLC7A2		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	14	0	0.0	unresolved		ARG1;ARG2;ASL;ASS1;DDAH1;DDAH2;GCH1;GCHFR;NOS1;NOS2;NOS3;PRMT1;SLC7A1;SLC7A2	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	14	14	1.0	adequate	ARG1;ARG2;ASL;ASS1;DDAH1;DDAH2;GCH1;GCHFR;NOS1;NOS2;NOS3;PRMT1;SLC7A1;SLC7A2		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	14	12	0.8571	adequate	ARG1;ARG2;ASL;ASS1;DDAH2;GCH1;GCHFR;NOS2;NOS3;PRMT1;SLC7A1;SLC7A2	DDAH1;NOS1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	13	13	1.0	adequate	ADA;AOX1;CAT;CYBA;CYBB;GPX1;HMOX1;NCF1;NCF2;PNP;SOD1;SOD2;XDH		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	13	0	0.0	unresolved		ADA;AOX1;CAT;CYBA;CYBB;GPX1;HMOX1;NCF1;NCF2;PNP;SOD1;SOD2;XDH	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	13	12	0.9231	adequate	ADA;AOX1;CAT;CYBA;CYBB;GPX1;HMOX1;NCF1;NCF2;PNP;SOD1;XDH	SOD2	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	13	13	1.0	adequate	ADA;AOX1;CAT;CYBA;CYBB;GPX1;HMOX1;NCF1;NCF2;PNP;SOD1;SOD2;XDH		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	10	8	0.8	adequate	C1QA;C1QB;C1QC;C2;C3;C4A;C4B;SERPING1	C1R;C1S	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	10	0	0.0	unresolved		C1QA;C1QB;C1QC;C1R;C1S;C2;C3;C4A;C4B;SERPING1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	10	9	0.9	adequate	C1QA;C1QB;C1QC;C1R;C1S;C2;C3;C4A;SERPING1	C4B	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	10	8	0.8	adequate	C1QA;C1QB;C1QC;C2;C3;C4A;C4B;SERPING1	C1R;C1S	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	12	8	0.6667	adequate	C2;C4A;C4B;COLEC10;COLEC11;MASP1;MASP2;MBL2	FCN1;FCN2;FCN3;MASP3	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	12	0	0.0	unresolved		C2;C4A;C4B;COLEC10;COLEC11;FCN1;FCN2;FCN3;MASP1;MASP2;MASP3;MBL2	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	12	10	0.8333	adequate	C2;C4A;COLEC10;COLEC11;FCN1;FCN2;FCN3;MASP1;MASP2;MBL2	C4B;MASP3	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	12	4	0.3333	weak	C2;C4A;C4B;MASP1	COLEC10;COLEC11;FCN1;FCN2;FCN3;MASP2;MASP3;MBL2	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	11	9	0.8182	adequate	C3;CFB;CFD;CFH;CFHR1;CFHR2;CFHR3;CFI;CFP	CFHR4;CFHR5	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	11	0	0.0	unresolved		C3;CFB;CFD;CFH;CFHR1;CFHR2;CFHR3;CFHR4;CFHR5;CFI;CFP	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	11	11	1.0	adequate	C3;CFB;CFD;CFH;CFHR1;CFHR2;CFHR3;CFHR4;CFHR5;CFI;CFP		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	11	6	0.5455	partial	C3;CFB;CFD;CFH;CFHR2;CFP	CFHR1;CFHR3;CFHR4;CFHR5;CFI	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	10	9	0.9	adequate	C2;C3;C4A;C4B;CFB;CFD;CFH;CFI;CFP	CR1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	10	0	0.0	unresolved		C2;C3;C4A;C4B;CFB;CFD;CFH;CFI;CFP;CR1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	10	9	0.9	adequate	C2;C3;C4A;CFB;CFD;CFH;CFI;CFP;CR1	C4B	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	10	8	0.8	adequate	C2;C3;C4A;C4B;CFB;CFD;CFH;CFP	CFI;CR1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	10	8	0.8	adequate	C6;C7;C8A;C8B;C8G;C9;CLU;VTN	C5;CD59	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	10	0	0.0	unresolved		C5;C6;C7;C8A;C8B;C8G;C9;CD59;CLU;VTN	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	10	9	0.9	adequate	C5;C6;C7;C8A;C8B;C8G;C9;CD59;CLU	VTN	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	10	4	0.4	weak	C7;C8G;C9;CLU	C5;C6;C8A;C8B;CD59;VTN	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	12	8	0.6667	adequate	CD46;CD55;CFH;CFI;CLU;CR2;SERPING1;VTN	C4BPA;C4BPB;CD59;CR1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	12	0	0.0	unresolved		C4BPA;C4BPB;CD46;CD55;CD59;CFH;CFI;CLU;CR1;CR2;SERPING1;VTN	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	12	11	0.9167	adequate	C4BPA;C4BPB;CD46;CD55;CD59;CFH;CFI;CLU;CR1;CR2;SERPING1	VTN	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	12	5	0.4167	partial	CD46;CD55;CFH;CLU;SERPING1	C4BPA;C4BPB;CD59;CFI;CR1;CR2;VTN	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	16	15	0.9375	adequate	C3;F10;F11;F2;F3;F5;F7;KLKB1;KNG1;PLG;PROC;PROS1;SERPINE1;THBD;VWF	C5	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	16	0	0.0	unresolved		C3;C5;F10;F11;F2;F3;F5;F7;KLKB1;KNG1;PLG;PROC;PROS1;SERPINE1;THBD;VWF	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	16	16	1.0	adequate	C3;C5;F10;F11;F2;F3;F5;F7;KLKB1;KNG1;PLG;PROC;PROS1;SERPINE1;THBD;VWF		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	16	10	0.625	partial	C3;F10;F3;F5;F7;KLKB1;PROS1;SERPINE1;THBD;VWF	C5;F11;F2;KNG1;PLG;PROC	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	14	9	0.6429	partial	C1QA;C1QB;C1QC;C3;C4B;CR2;ITGAM;ITGB2;TYROBP	CR1;FCGR1A;FCGR2A;FCGR3A;LILRB1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	14	0	0.0	unresolved		C1QA;C1QB;C1QC;C3;C4B;CR1;CR2;FCGR1A;FCGR2A;FCGR3A;ITGAM;ITGB2;LILRB1;TYROBP	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	14	12	0.8571	adequate	C1QA;C1QB;C1QC;C3;CR1;CR2;FCGR2A;FCGR3A;ITGAM;ITGB2;LILRB1;TYROBP	C4B;FCGR1A	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	14	8	0.5714	partial	C1QA;C1QB;C1QC;C3;C4B;ITGAM;ITGB2;TYROBP	CR1;CR2;FCGR1A;FCGR2A;FCGR3A;LILRB1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	12	10	0.8333	adequate	C3;C3AR1;C5AR1;C5AR2;GNAI2;IL1B;MAPK1;MAPK3;NLRP3;TNF	C5;CXCL8	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	12	0	0.0	unresolved		C3;C3AR1;C5;C5AR1;C5AR2;CXCL8;GNAI2;IL1B;MAPK1;MAPK3;NLRP3;TNF	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	12	12	1.0	adequate	C3;C3AR1;C5;C5AR1;C5AR2;CXCL8;GNAI2;IL1B;MAPK1;MAPK3;NLRP3;TNF		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	12	10	0.8333	adequate	C3;C3AR1;C5AR1;C5AR2;GNAI2;IL1B;MAPK1;MAPK3;NLRP3;TNF	C5;CXCL8	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	15	15	1.0	adequate	CD14;IRAK1;IRAK4;IRF3;LBP;LY96;MYD88;NFKB1;RELA;TBK1;TICAM1;TICAM2;TIRAP;TLR4;TRAF6		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	15	0	0.0	unresolved		CD14;IRAK1;IRAK4;IRF3;LBP;LY96;MYD88;NFKB1;RELA;TBK1;TICAM1;TICAM2;TIRAP;TLR4;TRAF6	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	15	14	0.9333	adequate	CD14;IRAK4;IRF3;LBP;LY96;MYD88;NFKB1;RELA;TBK1;TICAM1;TICAM2;TIRAP;TLR4;TRAF6	IRAK1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	15	15	1.0	adequate	CD14;IRAK1;IRAK4;IRF3;LBP;LY96;MYD88;NFKB1;RELA;TBK1;TICAM1;TICAM2;TIRAP;TLR4;TRAF6		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	16	15	0.9375	adequate	CCL2;IKBKB;IKBKG;IL1B;IL6;MAPK1;MAPK14;MAPK3;MAPK8;NFKB1;NFKB2;NFKBIA;RELA;RELB;TNF	CXCL8	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	16	0	0.0	unresolved		CCL2;CXCL8;IKBKB;IKBKG;IL1B;IL6;MAPK1;MAPK14;MAPK3;MAPK8;NFKB1;NFKB2;NFKBIA;RELA;RELB;TNF	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	16	16	1.0	adequate	CCL2;CXCL8;IKBKB;IKBKG;IL1B;IL6;MAPK1;MAPK14;MAPK3;MAPK8;NFKB1;NFKB2;NFKBIA;RELA;RELB;TNF		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	16	15	0.9375	adequate	CCL2;IKBKB;IKBKG;IL1B;IL6;MAPK1;MAPK14;MAPK3;MAPK8;NFKB1;NFKB2;NFKBIA;RELA;RELB;TNF	CXCL8	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	16	15	0.9375	adequate	CSF3R;CTSG;CXCR2;CYBB;ELANE;FPR1;LCN2;LTF;MPO;NCF1;NCF2;PADI4;PRTN3;S100A8;S100A9	FCGR3B	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	16	0	0.0	unresolved		CSF3R;CTSG;CXCR2;CYBB;ELANE;FCGR3B;FPR1;LCN2;LTF;MPO;NCF1;NCF2;PADI4;PRTN3;S100A8;S100A9	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	16	16	1.0	adequate	CSF3R;CTSG;CXCR2;CYBB;ELANE;FCGR3B;FPR1;LCN2;LTF;MPO;NCF1;NCF2;PADI4;PRTN3;S100A8;S100A9		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	16	15	0.9375	adequate	CSF3R;CTSG;CXCR2;CYBB;ELANE;FPR1;LCN2;LTF;MPO;NCF1;NCF2;PADI4;PRTN3;S100A8;S100A9	FCGR3B	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	13	13	1.0	adequate	CAT;GCLC;GCLM;GPX1;HMOX1;KEAP1;NFE2L2;NQO1;PRDX1;SOD1;SOD2;SRXN1;TXNRD1		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	13	0	0.0	unresolved		CAT;GCLC;GCLM;GPX1;HMOX1;KEAP1;NFE2L2;NQO1;PRDX1;SOD1;SOD2;SRXN1;TXNRD1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	13	11	0.8462	adequate	CAT;GCLC;GCLM;GPX1;HMOX1;KEAP1;NFE2L2;NQO1;PRDX1;SOD1;TXNRD1	SOD2;SRXN1	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	13	13	1.0	adequate	CAT;GCLC;GCLM;GPX1;HMOX1;KEAP1;NFE2L2;NQO1;PRDX1;SOD1;SOD2;SRXN1;TXNRD1		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	16	16	1.0	adequate	AREG;CLDN4;CLDN7;EGFR;EPCAM;KRT14;KRT18;KRT19;KRT5;KRT8;OCLN;TJP1;UPK1A;UPK1B;UPK2;UPK3A		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	16	0	0.0	unresolved		AREG;CLDN4;CLDN7;EGFR;EPCAM;KRT14;KRT18;KRT19;KRT5;KRT8;OCLN;TJP1;UPK1A;UPK1B;UPK2;UPK3A	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	16	16	1.0	adequate	AREG;CLDN4;CLDN7;EGFR;EPCAM;KRT14;KRT18;KRT19;KRT5;KRT8;OCLN;TJP1;UPK1A;UPK1B;UPK2;UPK3A		gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	16	15	0.9375	adequate	CLDN4;CLDN7;EGFR;EPCAM;KRT14;KRT18;KRT19;KRT5;KRT8;OCLN;TJP1;UPK1A;UPK1B;UPK2;UPK3A	AREG	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE186800	Mus musculus	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	15	14	0.9333	adequate	CCL2;CRH;ESR1;HIF1A;HSD11B2;IL1B;IL6;LEPR;NFKB1;PGR;PTGS2;RELA;SERPINE1;TNF	CXCL8	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE280297	Mus musculus	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	15	0	0.0	unresolved		CCL2;CRH;CXCL8;ESR1;HIF1A;HSD11B2;IL1B;IL6;LEPR;NFKB1;PGR;PTGS2;RELA;SERPINE1;TNF	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE112098	Homo sapiens	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	15	14	0.9333	adequate	CCL2;CRH;CXCL8;ESR1;HIF1A;HSD11B2;IL1B;IL6;NFKB1;PGR;PTGS2;RELA;SERPINE1;TNF	LEPR	gene-coverage feasibility only; expression direction and statistical signal remain untested
GSE252321	Mus musculus	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	15	12	0.8	adequate	CCL2;ESR1;HIF1A;HSD11B2;IL1B;IL6;LEPR;NFKB1;PTGS2;RELA;SERPINE1;TNF	CRH;CXCL8;PGR	gene-coverage feasibility only; expression direction and statistical signal remain untested
